<<<<<<< HEAD
,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood
430,160,RM,21.0,1680,4,AllPub,3,BrDale,6,5,1971,1971,HdBoard,HdBoard,232.0,3,3,3,3,1,5,387,1,0,96,483,3,483,504,0,987,0,0,1,1,2,1,3,4,8,0,0,1971.0,1,1,264,3,3,0,0,0,0,0,0,0,,0,7,2008,85400,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
431,50,RM,60.0,5586,3,AllPub,3,OldTown,6,7,1920,1998,MetalSd,MetalSd,0.0,3,3,3,3,1,1,0,1,0,901,901,4,1088,110,0,1198,0,0,1,0,4,1,3,7,8,0,0,,0,0,0,0,0,0,98,0,0,0,0,0,MnPrv,0,9,2008,79900,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
432,160,RM,24.0,1920,4,AllPub,3,BrDale,5,5,1971,1971,HdBoard,HdBoard,376.0,3,3,3,3,1,5,471,1,0,294,765,5,765,600,0,1365,1,0,1,1,2,1,3,6,7,0,0,1971.0,1,2,440,3,3,240,36,0,0,0,0,0,,0,8,2007,122500,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
433,60,RL,100.0,10839,3,AllPub,3,Gilbert,6,5,1997,1998,VinylSd,VinylSd,0.0,3,3,4,3,1,1,0,1,0,926,926,5,926,678,0,1604,0,0,2,1,3,1,3,7,8,1,3,1997.0,3,2,470,3,3,0,36,0,0,0,0,0,,0,7,2008,181000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
434,180,RM,21.0,1890,4,AllPub,3,MeadowV,4,7,1972,1972,CemntBd,CmentBd,0.0,3,4,4,3,3,5,495,1,0,135,630,4,630,0,0,630,1,0,1,0,1,1,3,3,8,0,0,,0,0,0,0,0,88,0,0,0,0,0,0,,0,6,2008,81000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
435,60,RL,43.0,10667,2,AllPub,3,CollgCr,7,6,1996,1996,VinylSd,VinylSd,0.0,4,3,4,3,3,6,385,5,344,70,799,5,827,834,0,1661,1,0,2,1,3,1,4,6,8,1,3,1996.0,2,2,550,3,3,158,61,0,0,0,0,0,,0,4,2009,212000,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
436,50,RM,40.0,4400,4,AllPub,3,OldTown,6,8,1920,1950,Stucco,Stucco,0.0,3,3,2,3,1,1,0,1,0,648,648,3,734,384,0,1118,0,0,1,0,2,1,3,6,8,0,0,1990.0,1,2,440,3,3,0,0,0,0,0,0,0,,0,10,2006,116000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
437,45,RM,50.0,6000,4,AllPub,3,BrkSide,6,7,1926,2004,Wd Sdng,Wd Sdng,0.0,4,3,3,3,1,1,0,1,0,884,884,4,904,0,0,904,0,0,1,0,2,1,3,4,8,0,0,1926.0,1,1,180,3,3,0,0,105,0,0,0,0,,0,1,2009,119000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
438,30,RL,40.0,4280,4,AllPub,3,Crawfor,5,6,1913,2002,WdShing,Stucco,0.0,3,3,3,3,1,2,365,1,0,75,440,3,694,0,0,694,0,0,1,0,2,1,4,4,8,1,4,1990.0,1,1,352,4,3,0,0,34,0,0,0,0,MnPrv,0,3,2007,90350,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
439,50,RL,67.0,12354,4,AllPub,3,Edwards,6,8,1920,2000,Wd Sdng,Wd Sdng,0.0,3,3,3,2,2,1,0,1,0,684,684,4,684,512,0,1196,0,0,1,0,3,1,4,7,8,0,0,2005.0,1,2,528,3,3,0,46,0,0,0,0,0,GdPrv,800,8,2009,110000,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
440,20,RL,105.0,15431,4,AllPub,3,NridgHt,10,5,2008,2008,VinylSd,VinylSd,200.0,5,3,5,3,4,6,1767,5,539,788,3094,5,2402,0,0,2402,1,0,2,0,2,1,5,10,8,2,4,2008.0,3,3,672,3,3,0,72,0,0,170,0,0,,0,4,2009,555000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
441,90,RL,92.0,12108,4,AllPub,3,Edwards,4,4,1955,1955,VinylSd,VinylSd,270.0,3,3,3,3,1,5,133,1,0,1307,1440,3,1440,0,0,1440,0,0,2,0,4,2,2,8,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,9,2008,118000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
442,50,RM,52.0,6240,4,AllPub,3,BrkSide,5,7,1930,1992,MetalSd,MetalSd,0.0,3,3,3,3,1,1,0,1,0,1078,1078,3,1128,445,0,1573,0,0,2,0,3,1,3,8,8,1,4,1930.0,1,2,360,3,3,0,0,0,0,0,0,0,,0,6,2008,162900,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
443,120,RL,53.0,3922,4,AllPub,3,Blmngtn,7,5,2006,2007,WdShing,Wd Shng,72.0,4,3,5,3,3,1,0,1,0,1258,1258,5,1258,0,0,1258,0,0,2,0,2,1,4,6,8,1,4,2007.0,3,3,648,3,3,144,16,0,0,0,0,0,,0,6,2007,172500,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
444,60,RL,70.0,8750,4,AllPub,3,CollgCr,7,5,1994,1995,VinylSd,VinylSd,0.0,4,4,4,3,1,6,642,1,0,273,915,5,933,975,0,1908,1,0,2,1,4,1,4,8,8,1,3,1994.0,1,2,493,3,3,144,133,0,0,0,0,0,,0,7,2008,210000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
445,20,RL,73.0,9855,4,AllPub,3,Edwards,6,5,1956,1956,Wd Sdng,Wd Sdng,0.0,3,3,3,3,1,1,0,1,0,1436,1436,2,1689,0,0,1689,0,0,1,0,3,1,3,7,8,1,4,1956.0,1,2,480,3,3,0,0,0,0,0,0,0,MnPrv,0,11,2009,127500,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,20,RL,137.0,16492,3,AllPub,3,NAmes,6,6,1966,2002,BrkFace,Plywood,0.0,4,3,3,3,1,5,247,3,713,557,1517,5,1888,0,0,1888,0,0,2,1,2,1,4,6,5,1,4,1966.0,3,2,578,3,3,0,0,0,0,0,0,0,,0,6,2010,190000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
447,60,RL,,11214,3,AllPub,3,Gilbert,7,5,1998,1999,VinylSd,VinylSd,0.0,4,3,4,3,1,1,0,1,0,930,930,4,956,930,0,1886,0,0,2,1,4,1,4,10,8,1,3,1998.0,3,2,431,3,3,89,0,0,0,0,0,0,,0,7,2006,199900,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
448,50,RM,50.0,8600,4,AllPub,3,IDOTRR,6,6,1937,1950,MetalSd,MetalSd,0.0,3,3,3,3,1,1,0,1,0,780,780,3,780,596,0,1376,0,0,2,0,3,1,3,7,8,1,4,1937.0,1,1,198,3,3,0,0,0,0,0,0,0,,0,6,2006,119500,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
449,50,RM,50.0,6000,4,AllPub,3,OldTown,3,7,1948,2002,MetalSd,MetalSd,0.0,3,4,3,3,1,5,331,1,0,318,649,5,679,504,0,1183,0,0,1,1,2,1,3,6,8,0,0,1981.0,1,1,308,3,3,0,176,0,0,0,0,0,,0,6,2007,120000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
450,30,RM,70.0,5684,4,AllPub,3,OldTown,6,8,1930,2005,Wd Sdng,Wd Sdng,0.0,3,3,3,3,1,1,0,1,0,813,813,5,813,0,0,813,0,0,1,0,2,1,4,5,8,0,0,1932.0,1,1,270,2,2,0,113,0,0,0,0,0,,0,6,2006,110000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
451,20,RL,62.0,70761,3,AllPub,2,ClearCr,7,5,1975,1975,Plywood,Plywood,0.0,3,3,4,3,4,5,655,1,0,878,1533,3,1533,0,0,1533,1,0,2,0,2,1,4,5,8,2,3,1975.0,1,2,576,3,3,200,54,0,0,0,0,0,,0,12,2006,280000,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
452,60,RL,,9303,3,AllPub,3,Timber,6,5,1996,1997,VinylSd,VinylSd,42.0,4,3,5,3,1,5,742,1,0,130,872,5,888,868,0,1756,1,0,2,1,3,1,3,7,8,0,0,1996.0,3,2,422,3,3,144,122,0,0,0,0,0,,0,7,2007,204000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
453,60,FV,75.0,9000,4,AllPub,3,Somerst,8,5,2008,2008,VinylSd,VinylSd,0.0,4,3,4,3,1,1,0,1,0,768,768,5,786,804,0,1590,0,0,2,1,3,1,4,6,8,0,0,2008.0,2,2,676,3,3,0,30,0,0,0,0,0,,0,6,2009,210000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
454,90,RL,63.0,9297,4,AllPub,3,Mitchel,5,5,1976,1976,Plywood,Plywood,0.0,3,3,3,3,1,5,1606,1,0,122,1728,3,1728,0,0,1728,2,0,2,0,4,2,3,8,8,0,0,1976.0,1,2,560,3,3,0,0,0,0,0,0,0,,0,7,2006,188000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
455,20,RL,80.0,9600,4,AllPub,3,NWAmes,7,6,1973,1973,HdBoard,HdBoard,320.0,3,3,3,3,1,5,916,1,0,326,1242,2,1242,0,0,1242,0,0,1,1,3,1,3,6,8,1,3,1973.0,1,2,528,3,3,0,0,0,0,0,0,0,,0,9,2007,175500,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
456,70,RM,34.0,4571,4,AllPub,3,OldTown,5,5,1916,1950,AsbShng,AsbShng,0.0,3,3,3,3,1,1,0,1,0,624,624,2,624,720,0,1344,0,0,1,0,4,1,3,7,8,0,0,1916.0,1,3,513,2,2,0,0,96,0,0,0,0,,0,5,2008,98000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
457,20,RL,,53227,3,AllPub,2,ClearCr,4,6,1954,1994,Plywood,Plywood,0.0,3,3,4,3,4,4,1116,1,0,248,1364,5,1663,0,0,1663,1,0,1,0,2,1,4,6,7,2,4,1954.0,3,2,529,3,3,224,137,0,0,0,0,0,,0,3,2008,256000,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
458,70,RM,,5100,4,AllPub,3,OldTown,8,7,1925,1996,Stucco,Wd Shng,0.0,3,4,3,3,1,1,0,1,0,588,588,2,833,833,0,1666,0,0,1,0,3,1,4,7,8,1,4,1925.0,1,1,228,3,3,192,63,0,0,0,0,0,MnPrv,0,6,2008,161000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
459,50,RL,,7015,3,AllPub,3,BrkSide,5,4,1950,1950,MetalSd,MetalSd,161.0,3,3,3,3,1,2,185,1,0,524,709,3,979,224,0,1203,1,0,1,0,3,1,4,5,8,1,3,1950.0,1,1,352,3,3,0,0,248,0,0,0,0,,0,7,2009,110000,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
460,60,FV,75.0,8004,3,AllPub,3,Somerst,8,5,2009,2009,VinylSd,VinylSd,110.0,4,3,4,3,1,6,544,1,0,288,832,5,832,1103,0,1935,1,0,2,1,3,1,3,8,8,0,0,2009.0,3,2,552,3,3,0,150,0,0,0,0,0,,0,12,2009,263435,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
461,70,RL,60.0,7200,4,AllPub,3,SWISU,7,9,1936,2007,Wd Sdng,Wd Sdng,0.0,4,4,4,4,1,5,350,4,210,0,560,5,575,560,0,1135,1,0,1,0,3,1,4,6,8,0,0,1971.0,2,2,576,3,3,256,0,0,0,0,0,0,MnPrv,0,4,2009,155000,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
462,20,RL,60.0,8281,3,AllPub,3,Sawyer,5,5,1965,1965,MetalSd,MetalSd,0.0,3,3,3,3,1,3,553,4,311,0,864,4,864,0,0,864,0,0,1,0,3,1,3,5,8,1,1,1965.0,1,1,360,3,3,0,0,236,0,0,0,0,GdWo,0,12,2009,62383,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
463,70,RL,74.0,11988,3,AllPub,2,Crawfor,6,7,1934,1995,Stucco,Stucco,0.0,3,3,3,3,1,2,326,1,0,389,715,2,849,811,0,1660,0,0,1,1,3,1,3,6,8,1,4,1939.0,1,1,240,3,3,0,0,0,0,0,0,0,,0,8,2008,188700,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
464,20,RL,60.0,8430,4,AllPub,2,CollgCr,5,5,1978,1978,HdBoard,HdBoard,136.0,3,3,4,3,1,3,616,1,0,424,1040,3,1040,0,0,1040,0,0,2,0,3,1,3,5,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,2009,124000,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
